Agent_ID,Task_Type,Execution_Time,Q_Value,Machine_Usage,Energy_Consumption,Production_Efficiency,Security_Event,Anomaly_Detected,Fuzzy_PID_Adjustment,System_Efficiency
A71,Drilling,19.148058031693466,0.6103290078909192,91.45462340886309,53.618207020876596,93.04734196516225,None,Yes,-0.026441843244394383,57.35462092356824
A34,Welding,5.608345640022923,0.5657599343248672,90.59226180065669,37.237899206195614,96.55314559594177,None,Yes,-0.013025770622135037,59.33111936438583
A82,Assembly,6.433453087331904,0.6482370560700628,99.03252930797177,34.506729314102884,88.15372830064912,None,No,-0.035918332111371,64.58206537184498
A88,Packaging,10.434519713303793,0.9052810795563075,75.85395084881125,39.354213941872786,80.41715944834557,Data Breach,Yes,-0.02455168836598992,51.50785414603936
A63,Welding,13.51780810613207,0.8347405607306103,75.61225402502879,40.81513908178273,81.252218249344,Data Breach,No,-0.037353146262596185,55.236635411177296
A58,Drilling,8.663881030167898,0.6320119506855935,74.63545916351131,53.8588170113395,80.11290888649707,None,No,-0.02895822492810425,54.22661269987901
A22,Packaging,9.916100523278574,0.9918364365834892,85.77811540309523,45.90736285735601,86.11095254656297,DDoS Attack,Yes,0.042035418000611724,56.84599654517842
A16,Welding,19.083874522411158,0.8491974637316948,70.71726828357241,42.88121720626452,80.05228642899134,None,No,0.003004256485642884,58.86019578231847
A89,Packaging,9.006244961190646,0.8811228133382447,90.58745826608701,39.623122141234724,83.61491534210899,Data Breach,No,0.006213768167840708,60.22360184270242
A43,Inspection,10.675413657895911,0.9759277028166056,77.54640999220854,53.926188407073525,99.91197859545673,None,No,-0.03054564500221072,69.60000865224916
A31,Drilling,8.244579012312922,0.6789345006587197,70.01458788105273,44.03249223142944,82.97997872924479,Unauthorized Access,No,0.006275407550912958,51.37034985793992
A77,Inspection,18.476107461862085,0.7643900889681183,81.63109000567148,31.803402853898092,85.5327501243849,DDoS Attack,No,-0.009406346892127007,57.64677954486081
A97,Welding,11.350291906034048,0.8587343927806936,91.74593861172683,57.65529792435264,95.97404588695937,None,Yes,-0.04085970392393819,63.147964140307735
A29,Welding,8.815979922488355,0.7733247218750636,89.19635435863131,47.2168049726436,85.01513898530561,Unauthorized Access,No,-0.006711082135497315,57.590140406085425
A74,Assembly,13.386089098323444,0.8966719403653476,80.22832488755742,44.61529826928361,80.20563248171584,None,No,0.02950355110423168,61.59982695057642
A94,Assembly,7.7604067620423915,0.7371882609606115,98.28163205417741,39.81995426055196,84.82421890906991,None,No,0.0003309126817270941,64.34778376762048
A36,Packaging,8.64884301948741,0.5522810399884044,92.0520745992106,59.10529452904697,82.12934882907192,None,No,-0.04800536765815675,56.39724579833428
A9,Assembly,11.294662772372684,0.5359136608739405,90.16486347890302,46.1142537311394,83.38948745887916,None,No,-0.03977004988307351,57.49561552369715
A29,Inspection,19.826353744937478,0.7797808414458934,89.19346342380986,47.696910779522014,92.98523719436088,None,No,-0.00923097140803203,65.858713313472
A97,Assembly,17.21119167824749,0.8157557807218978,76.82905279757708,59.76585984397168,98.44794530731227,None,No,-0.02382278509665574,65.08351831248112
A98,Drilling,14.064143980022644,0.5939026328315229,95.22204503155601,45.93310019987551,90.96249386654331,None,No,0.040224625296251926,62.71414918957144
A92,Drilling,5.0283742683149315,0.7993874286571638,96.52012314275902,36.50828302363631,87.582240432654,None,No,-0.03247996687379934,66.67384107239305
A62,Packaging,12.143202608985561,0.9180498289234256,88.07594403323587,32.55688629861472,86.52655329879771,None,No,0.008098365766039381,67.3311180747733
A70,Inspection,5.529729455679998,0.7673062916643398,90.43922905992903,56.0904280931758,89.83295530168327,None,No,0.03452141171133477,63.758110956628336
A41,Welding,8.802731960908313,0.6298886155128363,88.72421503819069,46.82038578755152,99.33812377071999,None,No,-0.0018520676776588307,65.3958262474277
A93,Welding,12.42330667865717,0.7878554343923142,85.57624812479077,56.42504749155265,92.83702827527122,None,No,-0.04794825429053065,64.36466487375766
A75,Inspection,7.37739662875186,0.7233542794994348,97.52275007377682,54.631427785494225,96.4517225542894,DDoS Attack,No,-0.04022526040588377,62.089181847910396
A22,Welding,17.902306204065404,0.7110460728560096,72.5795428266087,39.27829844273266,80.17674802859798,DDoS Attack,No,-0.004934601427805066,51.87969938960786
A13,Inspection,8.458429225812552,0.6848045019755793,92.8945825360061,41.337473130317235,98.17952008699774,None,No,0.046325883547717314,67.41306726848019
A58,Inspection,11.233517344399989,0.8778769268087947,75.53302378171297,48.24261239700502,83.36764085322895,None,No,-0.030316480179003236,61.18693839410956
A48,Drilling,7.883579486682413,0.7412752369109288,92.58706325798794,37.520898871480405,90.53194367653235,None,No,0.03576691851250935,65.80360497328105
A85,Packaging,18.33825826121721,0.9566922636862505,82.85597525958146,54.09194334771457,85.26976398225042,None,Yes,-0.04887910772499701,59.40375158377002
A18,Welding,15.598469417921212,0.8440268152563416,73.11011502405488,34.11452297058751,96.45633731035684,Unauthorized Access,No,-0.043989027236206506,61.6736419370218
A9,Drilling,9.946292916578898,0.5861044333470626,87.39268766893774,50.462218660295804,98.39388425726874,None,Yes,0.002553773963329342,58.51195803760672
A57,Inspection,16.840752437296786,0.6990876422134467,75.80235219665151,55.960750567560424,98.71988302653274,None,No,0.043782743005966476,63.03410143745629
A67,Welding,7.696849804590958,0.53583966919446,99.2790951211528,47.868913577361255,94.02488311072128,None,No,0.015393284519693212,63.39567429467215
A40,Packaging,8.649332180526649,0.546254951930148,94.6615085051713,37.363025114811045,81.0494486341884,None,No,-0.04235305194356066,58.54087768183147
A28,Inspection,13.709965870076356,0.7971907785200283,90.3523438663581,40.29199392295612,92.81193279614347,None,No,0.009852001419589307,67.10985806983398
A34,Packaging,5.009923623476012,0.5929229611106832,75.23317516385103,57.12680448369916,96.25233905033993,None,No,-0.011439261074687089,59.69334942674994
A99,Drilling,14.008959647141285,0.8651557465282491,80.07886080929826,35.14416099904422,82.74025796028394,Data Breach,No,0.04307120313710949,57.900574176633796
A5,Assembly,13.078567256924583,0.834122672587567,88.21846955090143,42.26042021354313,89.0835783867421,None,No,0.015020507002749012,65.73353669527415
A46,Assembly,10.746473422472206,0.9481935621867037,74.22063969971724,34.1215701536361,93.61709559855481,None,No,-0.040295884483617185,67.84268040773584
A56,Welding,8.691820103218973,0.8546527195303599,99.6644622451312,32.95800664914527,94.05624169001659,None,Yes,0.003254567940590633,66.35264285072556
A48,Assembly,16.88561233605534,0.5165565399549628,73.14238056318928,58.21865812073261,84.99068056232889,None,No,-0.04456051141424409,53.13401332459541
A32,Inspection,5.270545776372186,0.5469552495682773,74.71884224498334,33.251484125716225,80.47916346194157,None,No,-0.03034234677383948,54.74939041256722
A55,Assembly,7.376421733817163,0.9044322162153627,86.96143935767375,35.51295967401279,90.28343456398039,None,No,0.00935409075782493,68.04301005403289
A78,Inspection,15.597214876752036,0.8216035826022385,98.11999996544844,42.77375002349022,86.13189413077482,Data Breach,No,-0.019877031878290843,61.23145429509539
A34,Inspection,14.685276069085614,0.9151136059893907,82.91546989264816,35.121113463204196,93.83681254800548,Data Breach,No,-0.02441649130588415,63.90797977119921
A1,Drilling,6.645764426201247,0.6280719551466925,95.80975585298683,53.54641090713906,84.36749425452668,Unauthorized Access,No,0.045112644495854504,55.115746884627974
A7,Assembly,10.961760245471826,0.5032216808473171,85.460211260052,34.530275007686136,83.7003307999491,None,No,-0.0028312307649033808,57.183580688167766
A92,Drilling,9.187819008022046,0.7665163658425223,74.60042445473609,32.38797543233672,92.4803896481405,None,No,0.0016208835785836845,64.0037705238202
A55,Welding,10.126466689153322,0.7291374580896457,92.17283037115273,39.43917257110613,85.17277437836299,None,No,0.019515736064963443,63.142507730258046
A36,Drilling,8.56227586033943,0.9713355895045956,83.02510720924762,38.71051903874113,91.91119789471709,None,No,0.023303387746263032,68.92516048595417
A47,Inspection,6.1103561862206845,0.9583919557311386,73.08253959787413,59.253024361179996,93.69266304992513,None,No,-0.014642625841862711,65.33610981804965
A44,Welding,19.511330412209045,0.8065365197514455,75.60738522050985,32.42094555113216,93.55782572085637,None,Yes,-0.04268799020106054,60.43324317236022
A29,Welding,10.188753807486547,0.5208083034232348,92.4117040714641,37.05876229485637,91.26998729964234,None,No,-0.003825910395239142,61.70062557312882
A71,Packaging,15.53962107341787,0.6475034648837346,76.7563969265565,59.79157256596669,96.12467897016231,None,No,0.004962239815408845,60.77206301445424
A73,Welding,19.592552765966172,0.733575185647512,95.36443041773705,53.32013645613374,87.83673922834089,None,No,0.019869719761767365,63.54707184222063
A91,Drilling,5.607889730556948,0.9000241882802382,93.4766424339305,44.40827230239678,95.21373219122296,None,Yes,0.043036892592062156,65.34047789864037
A43,Inspection,19.621357013837407,0.9387807725356867,81.01219721168873,41.26627313589993,91.40600343088062,None,No,0.03552942761524987,67.41382895181374
A60,Welding,6.175000430797031,0.880830798520387,72.29851293913799,55.98652845074237,89.53863354294387,None,No,0.033649863320945245,62.29311913033865
A93,Inspection,6.6832082506945865,0.9399928661196277,76.32788159855694,32.59033600234078,80.54047334770186,None,No,-0.0025737735893131136,63.02258938095062
A5,Packaging,6.404859949561041,0.553191820843351,88.6572592696277,54.05574558971207,88.12678232649561,None,No,-0.002016113002273112,58.6404266424196
A25,Welding,14.306594926521202,0.8212857825839808,99.87936541082159,53.98155950354864,81.60093558941607,Unauthorized Access,No,-0.03198627134659167,58.643807019255505
A20,Inspection,9.138755012968367,0.554651223206643,73.2465356464261,41.879928792130585,86.43208236967577,Unauthorized Access,No,-0.015426174094812665,51.127171662075334
A30,Inspection,15.6313294267414,0.8525038603675998,91.50217674700784,52.835484785335936,81.68029880827976,Data Breach,No,-0.014573590226665115,57.73908360153188
A97,Inspection,10.023658082267143,0.7247936293942798,80.97737237698753,31.073842108117287,96.38952546426175,None,No,-0.001077211802070266,66.13977303817607
A85,Assembly,15.668606186300355,0.8964109283212744,89.80813595829773,48.37647994295864,94.06054303207044,None,No,-0.029173058674287225,68.67641497661735
A73,Inspection,9.193968911948726,0.9521781278160456,75.29590363762311,49.287783091946494,80.55510433982569,None,No,0.04827595480002071,61.39600671058117
A73,Packaging,13.960010039538687,0.7820494930999788,84.48169192292548,59.110672241771255,83.48508442680449,Unauthorized Access,No,-0.030731779669985304,55.020294793129345
A53,Inspection,19.252112345302855,0.8454832941554977,75.69334767609548,51.27214785453899,97.55171711979305,None,No,-0.026809134873642195,65.94180748079238
A33,Assembly,19.788062904805905,0.5142865445075814,99.5252528318101,50.814171485198955,83.69074377443893,None,No,-0.03265928897030557,58.58566181776932
A10,Assembly,7.665221656381206,0.8923231766213291,75.8548135208239,36.07438787004906,82.52503512035943,None,No,0.03538374162114925,62.420001497730226
A67,Inspection,5.850283158739275,0.8161656746631669,98.02161332612845,50.41959861980408,99.56997324466204,None,No,0.03826206060647222,70.71366559437345
A96,Packaging,14.686710148056179,0.9589031485198375,86.39872878733209,45.98824817219224,99.2200985940292,None,No,0.013762422661880297,71.54702334825562
A15,Drilling,18.973281648988085,0.8990672762116736,88.50588635933416,46.574632327286686,82.2363610428551,None,No,-0.030370151616628704,63.91960398051368
A96,Assembly,17.409622753431663,0.9910465880557477,74.13171706192267,51.91563414594164,95.97793988935607,None,No,-0.023266274847638626,67.84688771464775
A76,Packaging,8.943304118442796,0.8982268304761076,86.405969987785,50.77554347258196,91.6129969381514,None,No,0.030410630943102354,66.8133750350815
A15,Drilling,11.158684474767224,0.935450146332456,84.020180910866,34.97317153997446,81.91002814912578,None,No,-0.04085239846920185,64.77973321447519
A25,Assembly,5.766707401465357,0.7093942070876356,74.89355119929829,56.45612579601715,99.24696989286137,None,No,0.026344766928360117,63.2197697591552
A74,Packaging,13.013676100471391,0.5526279401905551,89.70661202063746,54.641975151063,83.69529450079386,None,No,0.016029635524995242,57.00780149314985
A2,Drilling,8.623823678201866,0.6541077481332036,78.18090814650617,53.443175407211825,98.3989849301683,None,No,0.04742086029625711,62.73361302331144
A21,Inspection,9.835160217944553,0.6495545943352334,86.73829647447536,45.665900387361845,96.03615671677518,None,No,0.0408938652297539,64.18662382957363
A2,Drilling,17.957229456022993,0.6586422060006901,77.31750475163759,51.42708141124284,98.08427372009545,None,No,0.015924577951078434,62.72734641725522
A55,Inspection,5.43630058374819,0.7157093519318432,74.22372427783299,40.382374792071815,97.55708870165478,Unauthorized Access,No,-0.021370111929553105,59.14352989565819
A81,Inspection,19.075174620584626,0.7595683246289462,88.37334426669918,36.995750978787015,92.67966427034558,None,No,-0.0017465069833149452,66.23832595617829
A26,Assembly,19.669234864279126,0.8630538993930414,71.60169869913094,40.25351720872512,84.18120520963498,None,No,-0.040301554830573676,61.22854809066849
A96,Inspection,6.199225642510381,0.7674624118340361,81.05624828451604,58.64348243942105,91.52062895949497,None,No,-0.02877601176948499,62.30440123343982
A87,Drilling,16.712636069680084,0.5377248051192248,83.79747627427624,51.44561703468652,93.40532882467832,None,No,-0.0058078479076938624,59.73156118364243
A90,Packaging,13.072831073084313,0.7321530923244002,96.34983263036227,40.24984010153997,91.44794058128173,Unauthorized Access,No,0.039883962021861716,61.467220594919155
A59,Drilling,13.651830763055134,0.706008666605273,70.8090122884624,48.901664917934085,87.40729428584598,None,No,0.013195241607062924,58.35472701234293
A55,Inspection,19.18713257932351,0.9211214276526853,79.17208861727138,49.17880054911756,95.4090615947594,None,No,-0.027529230111361536,67.50259085949997
A86,Packaging,6.330980000779974,0.6646408212146893,99.05597215450032,37.819208743078455,84.96652022434851,None,No,-0.025678044545591416,63.30869807062541
A69,Welding,9.68346967526476,0.6119420366201691,94.95246649303041,43.0680273304759,86.4814210246441,None,No,-0.03592597041624529,61.515099707819516
A41,Drilling,6.105091093141919,0.8569318646867632,71.25016139978163,45.4475876408363,83.71460583726042,None,No,-0.049119857731217326,60.32975314451213
A97,Assembly,10.184899665490722,0.9323602475678345,72.52178282037434,53.142700714837034,99.40263067562795,None,No,-0.047794777863091276,67.59834371419903
A2,Packaging,13.054990384098202,0.5984643545795348,77.72977653676884,30.21948193948762,95.60952987357857,None,No,-0.028174750316205668,62.737106154427124
A85,Welding,7.983710835507111,0.6154778409064352,72.37868990602111,56.13784131853504,80.91755004008185,None,No,-0.006419906305409492,53.538530683512164
A21,Drilling,14.501619396998757,0.7628698190235801,79.50125354531451,35.33866780941719,97.0678445672456,None,No,-0.04193672440443385,66.45091813549102
A80,Packaging,12.28114884178269,0.5799203202944606,88.74715863073797,32.75947373306321,98.43435868758208,None,No,0.04461904388849078,65.44563423376331
A55,Assembly,9.456539903387593,0.6201929091050626,85.68353854592786,52.2016383703716,89.1811756139306,None,No,-0.03719415360138535,59.99287229982191
A89,Drilling,14.752020211294209,0.9884280223723441,85.53930575462809,47.50118997901727,99.69286106272497,None,No,0.04815560369131604,72.00344702556077
A93,Inspection,5.025281529374983,0.7612480873656151,80.58157601552935,58.99246423347862,82.62320555128115,None,No,0.02155751221488525,58.49131274758277
A58,Packaging,17.514623207567166,0.598401950713538,72.27764851377157,57.07737303288927,95.17797640341983,None,No,0.03841130132892438,58.787021975104075
A28,Drilling,6.004959970772237,0.8381591124232672,92.55112583927082,58.232109261604094,92.24966602223219,Data Breach,No,-0.01869267180686686,61.35006289905198
A1,Drilling,16.67635608656282,0.79911851551668,82.93539299283316,50.21617281610281,96.92530867185603,None,No,0.017567185983175387,66.31795509603236
A68,Drilling,10.045446689163914,0.5299954770554484,74.65089291997435,34.002089559673884,93.38176672978132,None,No,0.03890265712108995,59.48258586104899
A61,Packaging,16.945328646022453,0.97974830341284,97.97137272641655,39.14598709946635,86.58255851987164,None,No,0.004220259390829706,69.90766531154213
A92,Assembly,14.090720761062881,0.9019386715251146,83.92919117688936,42.82319715333332,98.80676849905366,None,No,0.04530174931789463,70.0649993501683
A85,Assembly,15.889798331992948,0.9979673070218676,77.19013642445827,56.41777321048896,92.0560034014166,None,Yes,0.04670944185614685,61.57799746484676
A36,Drilling,19.099581334868404,0.867017829513296,97.59443223963578,59.227988804739084,81.61445414551164,Unauthorized Access,No,0.007485442324776936,58.582225815923834
A37,Assembly,12.881198476999568,0.8143307103812802,85.21869595690596,58.98133313759158,86.90186894493351,Data Breach,Yes,0.01450626453736692,52.19296766322104
A45,Inspection,14.045737043369636,0.8937648740376859,86.42107493401724,55.88569138234159,93.96484838024651,None,No,-0.034850088464670304,67.1568826814216
A84,Packaging,19.81029771208427,0.690037758479298,90.27285178876386,33.311636643088356,90.8017785944251,None,No,0.019655689187421832,64.84487330079995
A20,Welding,12.66892334813311,0.8020423771313113,80.57350243648149,48.99107242254132,82.94416369492974,None,No,-0.01567486307974874,60.434106265640295
A32,Assembly,18.000558410522174,0.9259407891371694,84.29999470305452,59.14885686957105,80.74209282983101,DDoS Attack,No,-0.001195519286823668,56.760766168329596
A50,Inspection,14.743830527935414,0.9519919966147505,87.70678389954787,47.18600508489542,81.25600826215599,None,No,-0.03639634269966098,64.36499950857744
A16,Inspection,17.908321853375703,0.5715549418821688,75.61367495737295,49.44692524937318,86.94741048082649,None,No,0.048885417585424015,56.38810549651125
A51,Welding,16.08690778239155,0.928573776780456,89.46773780998144,43.1433504422225,99.78496730517367,None,No,0.04981819442789302,72.06467497545263
A95,Inspection,16.529328253047275,0.8514983829599796,89.81996950913673,57.96357653264849,91.13335763720198,None,Yes,0.044410275833557125,60.65094696264289
A90,Welding,16.301639116569305,0.5444880297817841,94.31946128374256,52.70955437715585,84.11357497112394,None,No,-0.002412449060935337,58.128127403118185
A58,Drilling,11.52084568618985,0.8941131845629733,70.52265141555534,35.85635349700278,98.23168003020105,Data Breach,No,-0.014132672719384932,62.693830636750675
A21,Packaging,15.760177972391084,0.7591315350405288,70.69884872632699,52.23462736834304,87.17882699833136,None,No,-0.006637682580165283,58.970468508574214
A52,Drilling,18.87839153654423,0.7886179070895931,81.26573249579239,35.02825449400841,92.92200112842022,None,No,0.04103728021986995,65.69147964291759
A16,Assembly,18.35594858687843,0.6978449063243053,71.06552482384278,52.79742620411483,99.78108783662343,None,No,-0.03428626721530477,62.80269560549256
A73,Packaging,15.012826307105014,0.9606551307289943,88.5316327904693,52.02065062720513,97.3297355993829,DDoS Attack,No,-0.03702226721861458,65.6492583497064
A71,Packaging,12.601295745248063,0.6438837943902722,94.41654885104006,43.71433164539705,83.39245336785294,None,No,0.044848963161589456,60.74653384061494
A33,Inspection,11.845299984580013,0.8466246048692095,94.44177271843856,49.191509853638244,80.33453519255765,None,Yes,0.03216028085876532,58.03550973273114
A49,Packaging,15.927605486369092,0.6144418449514576,72.21451822159266,59.83207029729883,93.82279915109987,None,No,-0.043212667216376524,58.27765317405776
A84,Welding,15.465990429662977,0.6049821923751849,98.71185546743295,55.19370385340005,92.75584591556795,None,No,0.038936913380110266,63.424982921877465
A83,Drilling,19.90466997795589,0.5440446364570072,73.22954575073811,42.96946477198408,92.90012984158355,Data Breach,No,-0.03936558423440376,53.38990733872278
A62,Drilling,18.89916923085531,0.6926236062010598,85.07857362851819,36.33803077462304,92.9247185855848,None,Yes,-0.0036791881089138986,59.40427120649646
A52,Welding,12.576740110989556,0.8246622063539328,76.7813462891518,48.32051783765125,89.03334735425693,None,No,0.028261671032384195,62.63080054284667
A23,Welding,8.048301084671508,0.7557901943667978,96.81219059824011,44.65616380355941,90.29439806743756,None,No,-0.0342156272880145,66.13038485360306
A32,Drilling,5.740625739474256,0.8011532883297839,82.852994981808,44.245168341850025,99.08037280289761,None,No,0.0028953715320887766,67.80129704993132
A41,Welding,6.394038996854154,0.7088603400641867,98.85049249579967,59.28642322269148,90.98038245411422,None,No,0.04801256207967523,64.41081595982021
A2,Packaging,12.300262075912851,0.9511952272404327,87.73861067785495,32.63698464096911,87.21712964037181,None,No,-0.02250541944014526,68.19478007243147
A61,Drilling,7.174127004961708,0.5060516327129456,84.05417488463561,46.10339304614382,92.03696989041936,Data Breach,No,-0.020628493580450692,54.13631628273939
A94,Packaging,13.059224237474412,0.5065770201029162,93.78858987854323,48.88378222320627,81.83606816965008,None,No,-0.024993155159119807,56.73530742330638
A82,Packaging,13.965024554070727,0.8765048768066167,71.68161314736243,47.58168628073355,86.84369529109456,None,No,-0.003667162853139415,61.84572965396929
A41,Welding,5.148391038300918,0.5341232921501884,90.89128814316653,58.063776033312365,89.08976375418956,None,No,0.04504116682082934,58.690251369981674
A31,Welding,15.055373227795146,0.5074859053380415,95.0107128311624,30.348012935412953,86.61106597504356,DDoS Attack,No,-0.03643127948578831,55.76148576946944
A81,Assembly,9.24684027377286,0.7040033309752549,77.34052807124431,56.73095807437605,90.30926153654121,Unauthorized Access,No,0.0499526260735067,54.998781040932855
A74,Assembly,9.4829140290717,0.6823219615192737,90.36666633556696,47.408178951157176,95.45830940478116,None,No,0.007606236652100765,65.16227836429563
A8,Packaging,17.540460620288957,0.8858586874878943,82.43222349010466,33.261069480524974,96.9093473280696,None,Yes,-0.03969875508457671,64.64125043095416
A41,Drilling,18.63016987412708,0.9715753301281873,95.58864699942635,31.899328487989845,94.73533913310513,None,No,-0.006607064636695047,73.25343880689208
A19,Inspection,17.514511808766507,0.8173486815959765,86.47043423484865,55.490818789114435,94.92918129708725,Data Breach,No,0.015591558719235524,61.063651118812714
A72,Inspection,12.630388555514271,0.5197469246087478,82.21150925123958,55.075737294476646,85.42900682300603,None,No,-0.04267838329935038,55.50126934217762
A59,Packaging,16.069177884744025,0.515198194800783,96.8794729180538,54.155757874988595,93.35830516964897,None,Yes,-0.020948804883911834,56.60760475998715
A65,Inspection,14.744149175454963,0.8922133988397813,83.92119080274405,53.51697860853284,85.78106929939278,None,No,0.010076867136470977,63.58923599624827
A11,Drilling,8.544220736609198,0.8714521561325762,96.95839388303274,43.02033500129603,88.23336085340651,None,No,0.0028697914014610415,67.81203274049108
A11,Packaging,13.084300052425153,0.7519319062198333,87.55537449015162,55.753415666190435,91.1495324110089,None,Yes,-0.008614436667256677,58.43418442021151
A46,Inspection,10.589387358672887,0.6664784370902013,89.79850845283204,42.09537657856595,98.11614089838554,None,No,0.04580337115526628,66.32618913386806
A88,Drilling,17.762915346034518,0.8309386407740731,96.22984844183989,41.972105485264336,95.95502284883639,Data Breach,No,0.023578627837579996,65.04954109485757
A40,Assembly,17.125472539479514,0.6874109686523017,88.8051365719824,32.395278051936316,84.57266802060832,None,No,-0.01413449083913352,62.09878609049221
A15,Inspection,6.2159237596175565,0.7876931918737995,92.70180996266494,57.09151254006814,93.80866400804454,None,No,-0.04404360767900613,66.10854017921999
A91,Packaging,16.212624120632338,0.9825367416162104,94.54957839281609,33.63884586386689,99.05976722932283,None,Yes,0.0026098304101285913,69.82067281622987
A95,Drilling,6.091009737332545,0.9864422644272046,93.64881050364643,39.513559221158474,84.72218808730877,None,No,-0.006704384038513964,68.39612670208103
A57,Inspection,7.591605553484605,0.8701294731939293,95.37712674485763,32.48843070124349,96.10727498178241,None,No,-0.021987747013158667,71.67208173543874
A36,Drilling,5.497523372913006,0.6623044287442894,84.52883107147657,55.449887320840645,98.411012777516,None,Yes,0.02256409364307077,58.97127116810344
A42,Welding,8.341162261556283,0.8303967257468556,70.31659237843856,50.20390018089047,81.72277734837827,None,No,-0.019040810411499545,58.339973911887085
A14,Assembly,11.149309116255282,0.5677490661475182,76.13265847795009,44.16554131550609,96.14454619615435,None,No,-0.027957307201708383,60.622777365451526
A12,Drilling,18.394795108845756,0.9012553867434712,82.52168819370388,44.09852515379607,93.70528391037857,None,No,0.04345265252860442,67.60170642238202
A19,Inspection,6.0017238978671195,0.7738658539194516,85.57533722238783,36.40219020492054,80.12753139755117,None,No,-0.015390544773180595,61.00317806139502
A39,Drilling,15.844826914941587,0.661696315752614,86.55284022408262,46.56416009723273,85.52314160770783,DDoS Attack,No,-0.012862207413832476,55.09733499322866
A89,Assembly,15.62170310940282,0.9681127956315716,93.88982096353052,57.9610758067342,85.92453461793244,DDoS Attack,No,-0.04011625863802279,61.71392637183709
A15,Welding,12.806299315045242,0.9692680747246216,97.85979305306887,33.04227061633872,84.82761315168483,None,No,0.00315854342027605,69.58413830414628
A100,Drilling,12.290624748557883,0.6748974917602023,88.20177106580654,42.78000914690355,94.1591674383672,None,No,-0.04291062668533855,64.52397010902189
A3,Inspection,13.358370742605883,0.7057934032144575,79.43162339843387,47.27091220312288,95.808927217859,None,No,-0.005103652730826004,63.59867241080724
A50,Assembly,19.986385781232038,0.662131643538292,88.63538176513192,55.76320388543232,87.23825047561995,None,No,-0.04676566883425912,60.288689025496986
